hour_of_day,day_of_week,subject,opens,clicks,ctr
14,6,Your weekly newsletter,11930,3148,0.26387259010896896
9,4,Summer sale starts now!,25933,3064,0.11815061890255658
16,3,New arrivals just for you,43428,1595,0.0367274569402229
15,3,Limited time offer: 65% off!,7766,898,0.11563224311099665
1,6,Your weekly newsletter,9786,538,0.054976497036582875
17,1,Your weekly newsletter,7586,4078,0.5375692064329027
20,6,Don't miss out on these fantastic deals,45730,1578,0.034506888257161604
4,4,New arrivals just for you,5677,2323,0.4091949973577594
11,2,New arrivals just for you,4879,2012,0.41237958598073376
8,0,Limited time offer: 65% off!,25053,1499,0.05983315371412605
17,4,New arrivals just for you,17487,4895,0.279922227940756
14,0,Your weekly newsletter,6415,861,0.13421667965705378
6,2,New arrivals just for you,28444,4111,0.14452960202503165
23,1,Limited time offer: 65% off!,4194,372,0.08869814020028613
9,5,New arrivals just for you,15736,2713,0.17240721911540416
1,6,Summer sale starts now!,2737,339,0.12385823894775301
12,6,New arrivals just for you,2714,2714,1.0
20,5,Limited time offer: 65% off!,41948,3631,0.08655954991894727
9,6,Don't miss out on these fantastic deals,803,803,1.0
4,3,Summer sale starts now!,31638,2972,0.09393766989063784
21,6,Your weekly newsletter,18762,4017,0.2141029740965782
8,6,Don't miss out on these fantastic deals,26846,4678,0.17425314758250762
4,1,Your weekly newsletter,37639,2574,0.06838651398815059
9,3,Summer sale starts now!,44873,3067,0.06834845007019812
14,4,New arrivals just for you,21359,1862,0.08717636593473477
4,0,Summer sale starts now!,10595,3876,0.3658329400660689
12,0,Don't miss out on these fantastic deals,1299,1299,1.0
23,1,New arrivals just for you,2341,2341,1.0
10,2,New arrivals just for you,48062,538,0.01119387457866922
5,0,Your weekly newsletter,21414,1770,0.08265620622022976
23,5,Limited time offer: 65% off!,2410,2410,1.0
8,4,Limited time offer: 65% off!,32093,4920,0.1533044589162746
17,2,New arrivals just for you,20241,3202,0.15819376513018132
22,5,New arrivals just for you,12104,1520,0.1255783212161269
3,0,Limited time offer: 65% off!,32888,1378,0.04189978107516419
12,5,Summer sale starts now!,33999,1248,0.03670696196946969
6,4,Limited time offer: 65% off!,7688,1728,0.2247658688865765
4,4,New arrivals just for you,39221,982,0.02503760740419673
2,4,New arrivals just for you,14763,2027,0.13730271625008467
8,6,New arrivals just for you,3775,3284,0.8699337748344371
23,1,Summer sale starts now!,21914,1832,0.0835995254175413
20,2,New arrivals just for you,13740,2390,0.17394468704512372
0,0,Summer sale starts now!,13215,2461,0.18622777147181233
14,6,Don't miss out on these fantastic deals,34453,4250,0.12335645662206485
23,2,Summer sale starts now!,29162,1370,0.046978945202661
6,3,Limited time offer: 65% off!,7642,4218,0.5519497513739858
1,1,New arrivals just for you,22900,2415,0.1054585152838428
16,4,Summer sale starts now!,1806,1806,1.0
18,3,Don't miss out on these fantastic deals,2801,2801,1.0
3,3,New arrivals just for you,2448,2448,1.0
22,0,Summer sale starts now!,43222,2183,0.05050668640969876
9,0,Summer sale starts now!,37813,2766,0.0731494459577394
3,0,Limited time offer: 65% off!,27703,628,0.0226690250153413
19,5,Limited time offer: 65% off!,6042,215,0.035584243627937766
19,6,New arrivals just for you,18052,2810,0.1556614225570574
0,3,New arrivals just for you,1221,1221,1.0
4,0,New arrivals just for you,49541,1871,0.037766698290305
7,5,Don't miss out on these fantastic deals,10454,2279,0.21800267840061222
20,4,Summer sale starts now!,9896,2737,0.27657639450282945
7,2,Limited time offer: 65% off!,26504,1466,0.05531240567461515
20,2,Limited time offer: 65% off!,34408,2642,0.07678446872820274
10,1,Your weekly newsletter,33112,2754,0.08317226383184344
22,5,Limited time offer: 65% off!,43722,4914,0.11239193083573487
16,1,New arrivals just for you,1213,1213,1.0
16,0,Summer sale starts now!,4406,538,0.12210621879255561
1,5,New arrivals just for you,1999,1584,0.7923961980990495
17,5,New arrivals just for you,27218,4461,0.1638988904401499
17,2,Your weekly newsletter,22543,59,0.0026172204231912346
11,0,Don't miss out on these fantastic deals,7923,112,0.014136059573393917
1,2,New arrivals just for you,35106,1888,0.05377998063009172
9,6,Summer sale starts now!,28319,2290,0.0808644373035771
5,4,Summer sale starts now!,29532,4423,0.1497697412975755
9,4,Don't miss out on these fantastic deals,14948,698,0.04669521006154669
13,1,Don't miss out on these fantastic deals,7754,4148,0.5349497033789012
19,6,Summer sale starts now!,10299,314,0.030488396931740946
20,0,Don't miss out on these fantastic deals,40487,722,0.017832884629634203
8,1,Summer sale starts now!,33570,1983,0.05907059874888293
10,3,Summer sale starts now!,36221,996,0.027497860357251318
6,3,Limited time offer: 65% off!,932,932,1.0
22,5,Limited time offer: 65% off!,26107,2861,0.10958746696288352
12,1,Summer sale starts now!,19048,2161,0.1134502309953801
3,4,Limited time offer: 65% off!,41014,383,0.009338274735456186
18,6,Don't miss out on these fantastic deals,7033,2779,0.39513721029432675
1,0,Limited time offer: 65% off!,38592,3342,0.08659825870646766
18,0,Limited time offer: 65% off!,29874,2899,0.09704090513489991
11,3,Limited time offer: 65% off!,26840,4439,0.16538748137108794
23,4,Your weekly newsletter,42808,4218,0.09853298448888058
5,6,New arrivals just for you,39681,179,0.004510975025831003
11,3,Your weekly newsletter,4990,2999,0.6010020040080161
21,4,Summer sale starts now!,34741,313,0.00900952764744826
7,1,Limited time offer: 65% off!,31949,881,0.027575197971767506
23,2,Your weekly newsletter,20027,118,0.005892045738253358
13,2,Your weekly newsletter,47661,3461,0.07261702440150228
22,3,Don't miss out on these fantastic deals,9919,2138,0.2155459219679403
15,1,Limited time offer: 65% off!,17240,4122,0.23909512761020882
13,2,Limited time offer: 65% off!,47785,4252,0.08898189808517318
9,1,Your weekly newsletter,32659,2903,0.08888820845708686
7,6,Don't miss out on these fantastic deals,7689,76,0.009884250227597867
2,1,New arrivals just for you,17390,1460,0.08395629672225417
18,4,Summer sale starts now!,106,106,1.0
3,2,Your weekly newsletter,9414,4685,0.4976630550244317
11,2,Limited time offer: 65% off!,22845,502,0.02197417377982053
3,4,New arrivals just for you,10573,4517,0.4272202780667739
4,0,New arrivals just for you,32553,4938,0.15169108837895126
9,2,Summer sale starts now!,30128,3219,0.1068441317047265
14,4,Summer sale starts now!,11863,551,0.04644693585096519
5,4,Don't miss out on these fantastic deals,29521,1606,0.054401951153416214
1,2,Your weekly newsletter,28420,3367,0.11847290640394088
14,6,Summer sale starts now!,18907,3771,0.19944993917596657
19,6,Your weekly newsletter,21540,1332,0.06183844011142061
13,6,Summer sale starts now!,31163,4240,0.13605878766485896
20,1,Summer sale starts now!,24397,2967,0.1216133131122679
9,1,New arrivals just for you,35171,1127,0.03204344488356885
19,3,Don't miss out on these fantastic deals,12185,438,0.03594583504308576
6,2,Don't miss out on these fantastic deals,29720,1221,0.04108344549125168
13,1,Summer sale starts now!,24751,4662,0.18835602601915075
0,1,Don't miss out on these fantastic deals,3440,2310,0.6715116279069767
14,5,Limited time offer: 65% off!,27166,2655,0.09773245969226238
5,5,New arrivals just for you,7460,1472,0.19731903485254693
4,5,Limited time offer: 65% off!,24595,2931,0.11917056312258589
5,6,Summer sale starts now!,35622,4137,0.11613609567121441
6,6,Don't miss out on these fantastic deals,2000,576,0.288
20,6,Summer sale starts now!,36492,1268,0.03474734188315247
10,1,Don't miss out on these fantastic deals,39466,4217,0.10685146708559266
3,4,Limited time offer: 65% off!,7380,2298,0.31138211382113823
10,6,Limited time offer: 65% off!,47506,3353,0.07058055824527427
3,6,Limited time offer: 65% off!,19817,3295,0.16627138315587628
0,6,Your weekly newsletter,30450,532,0.01747126436781609
15,0,New arrivals just for you,26665,27,0.0010125632852053252
2,4,New arrivals just for you,32025,2093,0.0653551912568306
11,0,Summer sale starts now!,23797,184,0.007732067067277388
20,3,Summer sale starts now!,38593,2444,0.06332754644624673
14,0,Summer sale starts now!,17121,2450,0.14309911804217043
10,1,Limited time offer: 65% off!,13070,3622,0.27712318286151494
11,5,Don't miss out on these fantastic deals,6617,3558,0.5377059090222155
12,0,New arrivals just for you,32714,1388,0.04242831815125023
14,4,Limited time offer: 65% off!,17436,4627,0.26537049782060107
23,1,New arrivals just for you,30314,3680,0.12139605462822459
19,3,Your weekly newsletter,1781,1781,1.0
12,2,Your weekly newsletter,20873,3629,0.17386096871556556
11,2,Limited time offer: 65% off!,36746,513,0.013960703205791106
13,6,Don't miss out on these fantastic deals,17354,2430,0.14002535438515615
11,2,Don't miss out on these fantastic deals,23038,1011,0.043884017709870646
0,5,Limited time offer: 65% off!,7914,2161,0.27306039929239323
2,0,Limited time offer: 65% off!,10836,4473,0.4127906976744186
20,2,Your weekly newsletter,17459,355,0.02033335242568303
7,2,Summer sale starts now!,20447,1303,0.06372572993593192
14,6,Summer sale starts now!,8994,4340,0.48254391816766734
4,0,Summer sale starts now!,9774,2748,0.28115408225905464
11,2,Don't miss out on these fantastic deals,39514,2206,0.05582831401528572
21,5,Don't miss out on these fantastic deals,10866,3829,0.35238358181483526
9,1,Don't miss out on these fantastic deals,24561,958,0.03900492650950694
1,0,Summer sale starts now!,8995,1939,0.21556420233463036
16,6,Limited time offer: 65% off!,16412,1371,0.08353643675359493
20,2,Limited time offer: 65% off!,16233,2234,0.13762089570627734
3,1,Don't miss out on these fantastic deals,25689,2844,0.11070886371598739
11,2,Summer sale starts now!,21969,2172,0.0988665847330329
5,2,Summer sale starts now!,18757,2377,0.1267260222850136
13,1,New arrivals just for you,27316,1705,0.062417630692634354
1,5,Summer sale starts now!,180,180,1.0
5,1,Limited time offer: 65% off!,16428,2509,0.15272705137570003
7,5,Limited time offer: 65% off!,28604,4343,0.15183191162075235
4,4,Limited time offer: 65% off!,38903,2041,0.052463820270930266
4,6,Your weekly newsletter,1132,510,0.450530035335689
21,4,Your weekly newsletter,9331,365,0.03911692208766478
2,0,Summer sale starts now!,17285,4925,0.28492912930286374
1,0,Limited time offer: 65% off!,15269,1643,0.1076036413648569
12,6,Don't miss out on these fantastic deals,44775,2036,0.04547180346175321
20,0,Don't miss out on these fantastic deals,15831,392,0.024761543806455687
0,3,Limited time offer: 65% off!,2536,556,0.2192429022082019
20,2,Limited time offer: 65% off!,10829,3016,0.2785114045618247
21,3,Summer sale starts now!,12369,1957,0.15821812596006143
8,3,New arrivals just for you,26239,189,0.0072030184077137085
17,1,Summer sale starts now!,19997,4617,0.23088463269490422
4,6,Limited time offer: 65% off!,4503,2694,0.5982678214523651
10,0,New arrivals just for you,743,743,1.0
14,0,Don't miss out on these fantastic deals,14627,1294,0.08846653449100977
10,1,New arrivals just for you,41335,2551,0.06171525341720092
4,3,Summer sale starts now!,3965,1824,0.4600252206809584
10,6,Limited time offer: 65% off!,34852,2366,0.0678870653047171
4,0,New arrivals just for you,21224,4990,0.23511119487372786
4,5,Summer sale starts now!,22913,4450,0.1942128922445773
3,4,Summer sale starts now!,658,658,1.0
9,1,Don't miss out on these fantastic deals,4621,3765,0.8147587102358796
0,6,New arrivals just for you,17817,4913,0.2757478812370208
2,0,Don't miss out on these fantastic deals,12392,3522,0.2842156229825694
9,0,Summer sale starts now!,37327,651,0.017440458649235137
6,3,New arrivals just for you,34694,4502,0.12976307142445379
8,5,Don't miss out on these fantastic deals,33123,4719,0.14246897925912508
5,6,New arrivals just for you,45737,2726,0.059601635437392046
7,0,Summer sale starts now!,49914,4120,0.08254197219217053
13,3,Don't miss out on these fantastic deals,16901,3616,0.21395183716939825
22,4,Don't miss out on these fantastic deals,37505,2530,0.06745767231035862
18,3,New arrivals just for you,18697,3369,0.18018933518746322
17,1,New arrivals just for you,24925,570,0.022868605817452356
10,4,New arrivals just for you,5640,4312,0.7645390070921986
2,0,Your weekly newsletter,46523,2495,0.0536293876147282
1,3,Summer sale starts now!,26119,2432,0.09311229373253187
15,0,New arrivals just for you,35963,3878,0.10783305063537525
3,3,New arrivals just for you,24303,3934,0.16187301979179525
22,1,Summer sale starts now!,39873,436,0.010934717728788904
4,4,Your weekly newsletter,16413,4798,0.29232925120331443
4,5,Summer sale starts now!,29180,4092,0.14023303632625087
9,2,Summer sale starts now!,32373,3915,0.12093411175979983
23,6,Your weekly newsletter,38716,1133,0.02926438681681992
14,2,New arrivals just for you,5217,3460,0.663216407897259
5,1,New arrivals just for you,727,727,1.0
0,3,Summer sale starts now!,21978,2680,0.12194012194012194
21,6,Summer sale starts now!,20663,4410,0.21342496249334558
9,4,New arrivals just for you,14460,2789,0.19287690179806363
6,3,Your weekly newsletter,12162,2376,0.19536260483473114
5,3,Your weekly newsletter,43454,62,0.0014267961522529571
11,6,Your weekly newsletter,27344,276,0.010093622001170276
13,2,Summer sale starts now!,37059,2536,0.06843142016784047
8,2,New arrivals just for you,7026,3991,0.5680330202106462
21,2,New arrivals just for you,4742,2529,0.5333192745676929
15,6,Your weekly newsletter,19405,1418,0.07307395001288328
1,1,Don't miss out on these fantastic deals,26361,4275,0.16217138955274837
2,3,New arrivals just for you,15026,3710,0.2469053640356715
1,2,Limited time offer: 65% off!,12387,1047,0.08452409784451441
15,6,Your weekly newsletter,35076,4317,0.12307560725282245
19,5,Summer sale starts now!,19081,1082,0.056705623395000265
5,1,Don't miss out on these fantastic deals,37619,4413,0.11730774342752333
7,4,Limited time offer: 65% off!,18163,3660,0.20150856136100864
3,5,New arrivals just for you,24578,3080,0.12531532264626902
5,2,Limited time offer: 65% off!,19788,3602,0.18202951283606225
13,2,Don't miss out on these fantastic deals,25425,4198,0.16511307767944935
6,6,Limited time offer: 65% off!,9269,568,0.061279533930305316
20,3,Don't miss out on these fantastic deals,30104,1190,0.03952963061387191
3,4,Summer sale starts now!,905,905,1.0
1,6,Your weekly newsletter,41704,2545,0.06102532131210436
14,4,Don't miss out on these fantastic deals,33037,4489,0.13587795502012895
19,3,Summer sale starts now!,15930,1318,0.082736974262398
5,3,Summer sale starts now!,28329,1881,0.06639839034205232
22,4,Limited time offer: 65% off!,11948,4682,0.3918647472380315
12,2,Limited time offer: 65% off!,49617,4480,0.09029163391579499
18,2,Don't miss out on these fantastic deals,25996,4173,0.1605246961070934
16,2,Don't miss out on these fantastic deals,24862,1273,0.051202638564878125
21,0,Summer sale starts now!,21386,981,0.04587113064621715
13,4,Limited time offer: 65% off!,6002,4018,0.6694435188270577
2,1,Your weekly newsletter,46453,2697,0.058058682969883535
4,5,Limited time offer: 65% off!,21753,803,0.03691444858180481
22,6,Limited time offer: 65% off!,32549,1682,0.051675934744539
7,1,Don't miss out on these fantastic deals,29415,4544,0.15447900730919598
6,0,Your weekly newsletter,39980,491,0.012281140570285143
13,2,Don't miss out on these fantastic deals,14470,1985,0.13718037318590187
20,1,Limited time offer: 65% off!,17118,3248,0.18974179226545157
7,1,Don't miss out on these fantastic deals,4103,1182,0.2880818912990495
4,4,New arrivals just for you,22570,4057,0.17975188303057155
1,4,Limited time offer: 65% off!,49260,471,0.00956151035322777
9,0,Don't miss out on these fantastic deals,24270,1824,0.07515451174289246
17,0,Your weekly newsletter,546,546,1.0
10,5,New arrivals just for you,36182,548,0.015145652534409375
12,2,New arrivals just for you,9036,3115,0.34473218238158476
0,4,Limited time offer: 65% off!,30308,3098,0.1022172363732348
21,0,New arrivals just for you,17675,2033,0.11502121640735502
